date,rare_earth_supply,us_dependency,us_military_budget,china_military_budget,conflict_risk
2017-01-31,100.12606560310984,84.65455193087527,699.6765134586549,250.12570985111864,29.85015533377848
2017-02-28,100.01042863335688,75.98598035437249,700.5168793085486,250.43487952437863,30.418934459533705
2017-03-31,100.02833453810935,81.78261970745397,699.9038105619726,250.3345541060004,38.06861286064703
2017-04-30,100.14698920227949,79.53777993801005,700.4146483794651,250.7051167046591,34.549030985748935
2017-05-31,100.19681383604265,76.13504826345337,699.9792994966197,250.29561631057766,34.129429284401816
2017-06-30,99.96688180813842,77.00787447330973,700.234507491492,250.95553791940648,19.67153049959922
2017-07-31,99.88078847722235,76.27516215050746,700.2115564975354,250.22336305607053,33.01875084800731
2017-08-31,99.87874704168392,86.07402642958927,699.8083203094666,250.84821852109886,36.925492430033444
2017-09-30,99.9071501786915,82.76232239650382,698.8554897219427,249.66788407918324,35.854565582097834
2017-10-31,100.03754673027338,83.68515215525476,698.9675390854406,250.59588799638163,25.461680073037645
2017-11-30,100.1279160901974,77.14671535033901,699.6692113859352,251.65833979383513,30.581959692012227
2017-12-31,100.19572533544277,78.5962713285282,700.8457329087652,250.57425819672864,30.571253034673454
2018-01-31,100.14240820303048,82.4868076579728,701.1872168513069,249.8288096512054,35.06462797508519
2018-02-28,100.07641701816706,86.81607093264253,702.0336833344601,250.56309570492994,30.799876050983194
2018-03-31,100.21749994169207,78.1020480293057,701.8264546926274,251.09186245639592,39.30540155070234
2018-04-30,100.23778748593584,82.45086206555396,701.3932936812364,251.38542038566976,43.88414149365353
2018-05-31,100.27262928500029,83.6242695171474,702.4972927275894,250.81357732110052,41.41443796766234
2018-06-30,100.26108462637006,79.1678034480479,700.9942048115674,250.27626527838194,34.837345177840696
2018-07-31,100.44574313587978,83.56454868557563,711.4104562509319,257.0230516146388,56.10220676482956
2018-08-31,100.60437815538428,71.98921994903998,711.3870013370288,258.18629608866775,45.820631431688824
2018-09-30,100.46804853554748,78.77937542912633,710.2027197709506,258.48358311583263,51.21668849382806
2018-10-31,100.55758006733102,76.8911785103453,710.7291541938927,258.7263394727245,50.461388943422904
2018-11-30,100.64240791279957,79.71289254602934,710.0612885338716,259.77063152456446,44.40865525926186
2018-12-31,100.71174604440951,73.55477978604394,709.698979768055,259.97412202970827,52.29162588548134
2019-01-31,100.89422358062852,78.67738487074823,709.4023753802293,261.2414611593985,25.73286723980774
2019-02-28,100.78264569533151,75.57231273180335,709.426469424614,261.906695344111,25.736289308822684
2019-03-31,100.69914096174251,81.56239901778898,710.1359640647382,261.4857663000669,22.465621157162943
2019-04-30,100.598770057852,80.21636225889127,710.8619070920284,260.8049868270791,36.50771382196823
2019-05-31,100.70036538952817,76.83736805555573,721.6228361512168,267.8332002442095,53.11038733302708
2019-06-30,98.9356148667842,72.50828123289574,722.5491335668115,268.2373162504198,43.402439351816824
2019-07-31,97.43663164513914,81.22287891343986,722.8139673074908,269.05220725068284,52.38955061933956
2019-08-31,95.73701222254242,83.88787427515278,722.7411074413083,268.64004351251526,56.98731852570948
2019-09-30,94.03084962379222,77.39407263675108,723.6109280883269,268.0613182998553,29.984454676891904
2019-10-31,92.61181826462702,79.62429196004327,724.5754896667057,267.2734914390336,31.762243527993125
2019-11-30,100.59491870535821,82.57045055736614,723.390891235599,267.23414316553414,26.84456907426093
2019-12-31,100.69535439314704,75.81911530200964,722.6434718079186,268.13974989461076,23.207049077842413
2020-01-31,105.90943799565736,75.63312796525017,722.4716346966889,268.21179432692463,17.04600285726665
2020-02-29,105.91665577521918,76.39320571656386,722.82297462488,268.320073029253,28.090647572346768
2020-03-31,106.03447776206794,74.4989995390455,721.7231568347107,269.81820208004865,19.385403075375336
2020-04-30,106.05531193794522,73.63808708100349,722.6199060683799,269.61812637580203,42.220509304824326
2020-05-31,105.82670210970238,79.40290242852642,723.1332461453238,270.43494886446524,44.040879089864305
2020-06-30,105.69888402376277,78.00291197051577,723.4554077262235,269.53548772574027,35.55976860851168
2020-07-31,105.7777633529877,73.97689895883691,722.7870055029838,270.9120569332394,35.292570593884264
2020-08-31,105.87932518905222,72.95421988870582,722.7236409633857,270.4926467987775,37.007472687150106
2020-09-30,105.92356009004538,70.67699602678051,721.6138623802744,270.6968311318268,32.781614053111255
2020-10-31,106.01279815305125,76.26601833587195,722.1979201418197,269.9484393136115,31.781448791710865
2020-11-30,106.15818926284987,78.86437090376336,722.8150206448626,269.7277838029793,27.161896722748384
2020-12-31,106.06241513610104,77.83213097498643,723.2288917251835,268.92427028126855,37.67450495045532
2021-01-31,105.97239266026848,81.39301113036096,724.2791890814099,268.64521559905677,26.51815156295344
2021-02-28,106.09386505134111,77.9172721856481,724.8907626255187,268.2844397525983,26.00885400015184
2021-03-31,106.14724204023166,79.17810970902964,725.1717904836847,269.98962017884224,25.53153542658297
2021-04-30,106.14202171900644,73.73454492660245,725.1920889405048,271.8301340868486,27.829933957097587
2021-05-31,106.18930168394897,75.94169138620418,725.0982388242447,271.4976627470197,29.186512951540102
2021-06-30,106.19150152354973,69.46991634008405,724.6207739010132,271.80403319808363,29.97193184872206
2021-07-31,106.18661678204977,73.31966188379779,724.9723476442969,271.7642265903275,28.42577762573878
2021-08-31,106.26569228925896,72.6972679456397,725.3555831845648,272.2188325779973,30.754200857464397
2021-09-30,106.44578220110945,76.52886081928109,724.8266844267746,272.719147378597,26.100841206486187
2021-10-31,106.33839522828123,73.86903259514389,725.5407385493141,273.5454349195072,35.19033586040208
2021-11-30,106.139096382221,69.8156767152697,725.789288189967,274.33743009642785,27.495936933105263
2021-12-31,106.25723026218678,72.52091611209742,726.5981393948769,273.90940836415757,26.451021514076785
2022-01-31,106.23629184317693,68.6069313690371,727.6133559170374,273.8382910982788,34.60988070658735
2022-02-28,106.03881601117229,69.5769924399538,726.8597473018656,275.188015864378,27.759368985097346
2022-03-31,105.91103382516874,74.19112826930129,726.3106850827791,274.5639498384359,31.574152763635738
2022-04-30,105.91790003975386,72.37034751796516,726.3539410779854,272.9327285970878,31.967220132116474
2022-05-31,105.86654657826273,72.00852682205064,726.8123264192295,272.34243070213387,23.01522332194966
2022-06-30,105.91023175451964,67.65268500031348,725.5354822017489,272.67003069040743,25.88345793570575
2022-07-31,105.99716453016025,71.26940301974993,725.6057196908939,271.6754412252232,28.44446509295233
2022-08-31,106.07383899085193,70.86189477672158,724.7365367180923,271.4260996305921,35.384321501937784
2022-09-30,105.8904745290132,73.35010839663335,724.2603997336017,270.7904570891277,35.094688594171416
2022-10-31,105.90482653575215,76.21864238580295,723.9034397360823,272.1710053489643,30.53708969923364
2022-11-30,105.96494919483322,69.18050280391618,724.2917847609848,272.72829048733774,26.714873372454683
2022-12-31,105.76454390217027,72.67664926249043,723.9497848370908,271.9223587568674,20.928788765152284
2023-01-31,105.73432161691248,70.2856288521464,723.2804253397788,271.33162557334913,34.46452636123054
2023-02-28,105.56679507345613,71.7916911275305,723.4693186152554,271.1506555248113,31.762255858431043
2023-03-31,105.61272544848282,66.09348152876899,722.8659449541223,269.697858042368,28.61373450088978
2023-04-30,105.53027792741348,67.47309403299636,722.4087579347461,269.93253029156483,33.203250495686575
2023-05-31,105.58520559271152,69.785884496537,723.1575559553863,269.70254312080147,34.50769819061432
2023-06-30,105.66352460750403,71.73454619308635,722.5724637040859,270.7991675575428,19.910982843205286
2023-07-31,105.79219001530981,67.88395280451594,722.1182461345529,271.5823567547368,31.771489255431945
2023-08-31,105.80620160784947,71.0283541238909,722.0819861917411,272.24800262130964,24.005788663631293
2023-09-30,105.6731720670353,65.85138010668386,722.0729885240374,271.29136076332776,25.501083464619896
2023-10-31,105.6686459927705,68.25589936567502,722.4791718487925,271.163326557939,34.717504753498616
2023-11-30,105.63957998702428,66.43291255510928,722.4749206231991,272.09701829648054,41.98083429889483
2023-12-31,105.51691666805884,67.9621488924318,722.0871569175259,272.2517380780815,30.71713883289572
2024-01-31,105.52945613033042,71.86894297498003,722.1885669736633,271.3517302162789,23.304039830992295
2024-02-29,105.48305727877865,66.57191361416812,722.6197132390663,271.4531306941178,18.91124763334271
2024-03-31,105.55372293680723,63.87747579772743,721.5643588170324,271.73624743797404,25.60378515393218
2024-04-30,105.58258235442021,68.97957067601787,721.0909723831727,271.32155937148843,37.20719788939634
2024-05-31,105.73656137887973,71.19654139254074,720.8314049437779,270.3128122563096,24.07028416695337
2024-06-30,105.63125315370772,64.29867230086626,720.0737893268933,270.15611267301074,29.414722522355145
2024-07-31,105.46908894919119,65.07248315558579,719.6878680789451,269.8266852476708,37.71633016599937
2024-08-31,105.27992670340286,64.56448753294617,720.0152728942355,269.19984915088764,25.67804561279118
2024-09-30,105.27313509043093,66.86555251009776,719.086136200881,269.5439061395573,32.78565712498408
2024-10-31,105.27092743894472,63.76956191507695,718.1614298004883,269.2006073868375,27.046239566684473
2024-11-30,105.21088358651359,65.9961955307431,718.1825857864573,269.5945570378641,22.163587208979656
2024-12-31,105.23881035837913,65.82956393716329,717.4258794356728,269.2213630752077,28.218352341432816
2025-01-31,105.04838321490392,64.66505125953786,716.5832112987998,270.0569561810087,34.30319346016543
2025-02-28,104.91318591215449,72.58285003844682,717.4570763876455,269.5034068949523,31.747664784760993
2025-03-31,104.94699260496861,64.06722590964283,717.8268073458287,269.78131786810866,39.19120199253318
2025-04-30,105.04918439779092,64.48373888647815,717.6565213200914,270.03205929390083,33.89403344589557
